Date,Close_,High_,Low_,Open_,Volume_
2010-01-04,40.3186149597168,40.49356650261533,39.2466323804785,39.57109079427979,58460615
2010-01-05,41.29518127441406,41.6578106232038,40.62399857041042,40.62399857041042,81889733
2010-01-06,40.84665298461914,41.988616671172075,40.52537611547269,41.988616671172075,77150753
2010-01-07,41.33970260620117,41.5305618547054,40.722598592936485,41.027970333820065,80144960
2010-01-08,41.25381851196289,42.08404744759652,40.77349267643505,41.41604645186299,86063510
2010-01-11,41.25700378417969,41.727787620572855,41.04706291106679,41.35243214848637,69701832
2010-01-12,39.796939849853516,41.27290415392541,39.68878788598854,40.81166499049427,71713280
2010-01-13,40.668521881103516,40.83074981950871,39.12575805478324,39.12575805478324,108267579
2010-01-14,41.20610809326172,41.42877511901941,40.81485002831381,41.01843036287785,69719623
2010-01-15,41.043880462646484,41.41287029961539,40.71624045360109,41.35243123307555,45054843
2010-01-18,40.557193756103516,40.84347884073604,40.127764855519914,40.84347884073604,62440445
2010-01-19,40.56673812866211,41.07251127552578,40.2072903457955,40.46176768919141,52644632
2010-01-20,41.58782196044922,41.82321258588061,40.58899938806956,40.58899938806956,83223827
2010-01-21,41.225189208984375,41.95680824583968,40.85937841692209,41.320617557507305,114584655
2010-01-22,39.73332214355469,40.78621812523071,39.25299883364317,40.78621812523071,92159151
2010-01-25,38.80130386352539,39.806486996873716,38.610447144902395,39.443857703128295,55929884
2010-01-27,35.60443878173828,38.53409905220133,35.19727816260933,38.16510926350272,114462197
2010-01-28,37.24263381958008,37.49711113645289,35.94480510752167,36.00842316310512,132070852
2010-01-29,36.20564270019531,36.96270901899557,35.098670709987594,36.771852306325854,121650868
2010-02-01,36.88954544067383,37.20445924183949,35.49628596455864,35.626706149465626,72603684
2010-02-02,36.47284698486328,37.82793333577741,36.30425593914834,37.21718976117898,96492646
2010-02-03,38.19692611694336,38.40050646144145,36.71459853454218,36.771856063647526,94742656
2010-02-04,36.75276565551758,37.91699508953644,36.51737504668212,37.91699508953644,73042031
2010-02-05,35.00324249267578,35.72214058083666,34.35432809143671,34.35432809143671,92254675
2010-02-08,33.96307373046875,36.002069075485124,33.597265387663256,34.99052525339203,149715255
2010-02-09,33.9439811706543,34.494285592182024,33.718132631163776,33.78175322963569,77117827
2010-02-10,33.23780822753906,34.65333338167803,33.03740691523451,34.0998474392911,72714050
2010-02-11,33.96942901611328,34.249353541093456,33.3904958240757,33.3904958240757,67435025
2010-02-15,34.34796142578125,34.64060954413668,33.75630211057019,34.195275561737944,76216833
2010-02-16,34.99687576293945,35.117751329199095,34.3575035471076,34.48156065262204,67436264
2010-02-17,37.17583465576172,37.299891776041044,34.67878455200789,34.67878455200789,100638356
2010-02-18,36.7177734375,37.34442205721969,36.269257905426315,37.15356535954678,51247268
2010-02-19,35.67441940307617,36.415583056539994,35.40721849933071,36.135658542832296,79509359
2010-02-22,36.43785095214844,36.92453734141383,36.07204268577614,36.13566073945454,60442820
2010-02-23,36.612815856933594,36.9245482328116,35.951175167171186,36.078413859328194,59777684
2010-02-24,36.091129302978516,36.56827365372683,35.85255712760436,36.39014054394347,54013803
2010-02-25,36.21518325805664,36.51737601230145,35.629886986213435,36.199278108120666,45827281
2010-02-26,36.53963851928711,37.68160220332886,35.88117963385306,36.262895557344905,57457137
2010-03-02,38.73768615722656,38.85538020077777,36.97225512580176,36.97225512580176,70037812
2010-03-03,38.693145751953125,39.27207889528846,38.44503154766655,38.80766078386051,65223764
2010-03-04,39.28798294067383,39.48202116272656,38.36868626659808,38.80765969416053,76708795
2010-03-05,39.32297897338867,39.92099885150624,39.18937724323099,39.44385454587189,48593292
2010-03-08,39.55518341064453,39.952801920550755,39.23708809326575,39.67605896895852,45969692
2010-03-09,39.10667419433594,39.59336059201853,38.87128357075066,39.443856252836554,39470151
2010-03-10,38.94762420654297,39.42476594173276,38.330517669156485,39.19255687903142,37101522
2010-03-11,38.69951248168945,39.1257623804481,38.3241621232389,38.934905661544875,35099332
2010-03-12,38.651798248291016,39.05577990270079,38.40368401278318,38.80766566719296,42020594
2010-03-15,38.81084060668945,39.24663251673989,38.43549030032424,38.502289887943995,35664147
2010-03-16,39.90191650390625,40.143670222446744,38.69633454550782,38.86492558580625,46839187
2010-03-17,40.213653564453125,40.93890966527616,34.099854600150785,34.099854600150785,60062999
2010-03-18,40.665340423583984,40.821207830919604,40.08640725035944,40.39813951776139,42724073
2010-03-19,40.98662185668945,41.06614506521249,40.4840302880663,40.74804968385078,36154030
2010-03-22,40.019615173339844,40.95163576503734,39.86692926695557,40.471312359497844,40374830
2010-03-23,40.585819244384766,40.73214204100701,39.990980892153395,40.207284821230466,39673429
2010-03-25,40.60173034667969,40.77350038987212,39.733327869035996,40.525386124051,44968051
2010-03-26,40.97707748413086,41.35242782241077,40.48084647547164,40.71623709540803,38550348
2010-03-29,40.94208908081055,41.406509827922726,40.4872129530205,40.703516901341196,26806599
2010-03-30,40.38223648071289,41.35242771905765,40.21364800176676,41.03433235635131,31669916
2010-03-31,40.210472106933594,40.690795484284266,39.83193762968545,40.398147301949955,41394419
2010-04-01,41.49238586425781,41.606900896696544,40.41086122899434,40.46175821411665,44671662
2010-04-05,43.16556930541992,43.2482740396139,41.683244620952266,41.683244620952266,63183830
2010-04-06,43.7445068359375,44.208924990793896,42.8156705262247,43.35643034464542,61411294
2010-04-07,43.620452880859375,44.07532899752629,43.10195615934587,43.897198436310674,41024579
2010-04-08,42.70433807373047,47.0145322123338,42.51029981173632,43.26100818365043,40836594
2010-04-09,43.01925277709961,43.642722497502774,42.701157384573115,42.8792904987156,33147239
2010-04-12,43.53137969970703,43.795399063905556,42.656619416066434,43.13376115739137,43082241
2010-04-13,44.02125549316406,44.11986539271304,42.977898972305866,43.41686993710426,54701968
2010-04-15,43.649085998535156,44.61609579737075,43.14013132776301,44.27255063041864,55101659
2010-04-16,44.25982666015625,44.42523615311779,43.006529304468124,43.515478847290304,45323836
2010-04-19,42.61208724975586,43.76995363349386,42.14448501268995,43.432771587841444,66863514
2010-04-20,42.678890228271484,43.57910038732191,42.338526616174896,42.815673509409365,46050616
2010-04-21,42.55165100097656,43.248280819814845,42.35125221236732,42.82203092543416,32931293
2010-04-22,41.68960952758789,42.84429693561855,41.333343334785745,42.31307663862635,68764396
2010-04-23,41.247459411621094,42.16039317493614,40.910277341877176,41.7341458255322,67122977
2010-04-26,41.7882194519043,42.28762944900532,41.35242750811225,41.35242750811225,44468700
2010-04-27,41.19338607788086,41.842300489107,41.12022339728452,41.67689098325072,38305192
2010-04-28,39.72060012817383,40.970715947222665,39.59336146853023,40.970715947222665,53504292
2010-04-29,40.24863815307617,40.75441124251254,39.84465649889436,39.95280846601324,54895600
2010-04-30,39.37069320678711,40.97071465247491,39.12576051412042,40.748047641952674,78450945
2010-05-03,38.6199836730957,39.3070713276905,38.4259454426519,38.8076613723755,57489202
2010-05-04,36.76231002807617,40.0705049163327,36.399680747681906,38.61680880246897,91443465
2010-05-05,36.46011734008789,36.733678777993816,35.35314543110177,36.26289756274066,123134542
2010-05-06,36.63825607299805,36.892730861332986,35.70305402983031,36.45375987732122,84530421
2010-05-07,35.5217399597168,36.19928313862147,35.14638702978199,35.62671294497426,74479700
2010-05-10,38.26372528076172,38.55319191560649,35.88118750669527,38.101497314998866,80316843
2010-05-11,37.02951431274414,38.73132481555961,36.8354760439848,38.48957363820649,95626856
2010-05-12,37.18220138549805,37.40804741806507,36.39014313336614,37.02633394812041,67048728
2010-05-13,36.58736038208008,37.76749510127646,36.36151181808376,37.21718807276811,58111504
2010-05-14,34.8600959777832,36.517374848718006,34.70422857010041,36.517374848718006,85005442
2010-05-17,34.12211990356445,34.405226009585064,33.27280413277237,33.8803661744807,115249760
2010-05-18,33.737220764160156,34.43702954641878,33.55908766589922,34.27798313797022,98708788
2010-05-19,32.604801177978516,33.68632854424661,32.4680204425593,33.40004091451374,113781201
2010-05-20,32.32806396484375,33.20919014831216,32.06404451855965,32.763856019771744,92988383
2010-05-21,32.398040771484375,32.63661295797086,31.001602043839554,31.650516455157828,129421578
2010-05-24,31.87636375427246,33.33642303178315,31.49782930145052,32.827468375033426,70739548
2010-05-25,30.324052810668945,31.491463836290592,30.171369481934292,31.491463836290592,115377750
2010-05-26,30.82029151916504,31.691873081788206,30.352691703085654,30.40994669203268,134210488
2010-05-27,31.3228759765625,31.64415033787982,30.126836166340784,30.7280350637444,195005274
2010-05-28,31.609163284301758,32.350327049536205,31.176552838538495,31.809564629149538,153497329
2010-05-31,31.854095458984375,31.990876194846816,30.93480114294551,31.609162750325556,95833629
2010-06-01,30.537174224853516,32.30578647920908,30.346317538685895,31.809558076265613,120922640
2010-06-02,30.81073760986328,30.976149635329715,30.30814864387078,30.855271518747735,104347419
2010-06-03,30.906173706054688,31.472383364934245,30.743943192629242,31.179735189518013,99276332
2010-06-04,30.871183395385742,31.173373658153313,30.44493599693665,30.823470484038147,86411802
2010-06-07,29.401573181152344,29.964601160918793,29.10574353902742,29.964601160918793,87594426
2010-06-08,28.717670440673828,29.70376681539222,28.571347645737518,29.535175791544937,94488871
2010-06-09,29.458829879760742,29.66559170543313,28.663590325219165,28.819457716039583,116357076
2010-06-10,29.99323844909668,30.114116590502483,29.11847543024788,29.8246473969421,81094666
2010-06-11,30.13001823425293,30.435387450383455,29.942340511293786,30.219083512670725,72959721
2010-06-14,30.804378509521484,30.94434077407802,30.25407152247482,30.28906336224866,56467850
2010-06-15,31.294246673583984,31.41194070992468,30.57853019521004,30.804378743908742,63071931
2010-06-16,30.890262603759766,31.682320684555382,30.778929107897703,31.497824522114733,70320398
2010-06-17,30.59761619567871,30.979329604396682,30.311331139140233,30.918893091468977,80697148
2010-06-18,30.139554977416992,30.944336616864085,29.97732450554392,30.70258295221678,63044725
2010-06-21,32.11494064331055,32.21991109198704,30.543547622480418,30.543547622480418,108694748
2010-06-22,31.431020736694336,32.31850704581669,31.31968725569995,32.31850704581669,75718154
2010-06-23,31.656883239746094,31.92408167450268,31.13838642962271,31.236996346171452,84731474
2010-06-24,31.707773208618164,32.22308840559688,31.491466711953084,31.68232598483866,94390397
2010-06-25,31.176557540893555,31.930445031717742,31.06522400969007,31.682330741710548,62896877
2010-06-28,31.8159236907959,31.91453358876781,31.19245654836699,31.19245654836699,43474763
2010-06-29,30.638967514038086,31.80956001546442,30.53717608648428,31.796836405428856,71452505
2010-06-30,30.89663314819336,31.01114822042583,29.90735752185409,29.90735752185409,62437600
2010-07-01,30.219085693359375,30.918897096346985,30.044134116247317,30.77257173605426,52153300
2010-07-02,30.215898513793945,30.60079598723188,29.97414738135294,30.22544313155527,56401850
2010-07-05,30.01231575012207,30.289058697128237,29.900982263521012,30.282698166411354,26618720
2010-07-06,30.56262969970703,30.661239608562045,29.780116056120185,30.09184838810427,55621729
2010-07-07,30.212726593017578,30.791659887395337,30.123658756681085,30.791659887395337,79492807
2010-07-08,30.839366912841797,31.103386284197036,30.416301139156765,30.79165401105059,55717212
2010-07-09,31.551897048950195,31.675954141002798,30.950695727606707,31.09383950584776,66962502
2010-07-12,32.18560028076172,32.71906272528679,31.781460025368386,32.00777773989815,80987207
2010-07-13,32.900108337402344,33.12965969780987,32.00776991630879,32.020704721093146,81575544
2010-07-14,32.71259689331055,33.59200069722974,32.5897369339059,33.301021897180654,71352141
2010-07-15,33.15552520751953,33.430340626512674,32.72552319445361,32.78371687271477,78717209
2010-07-16,32.89687728881836,33.49500331897288,32.78371845008817,33.23635380500892,42836013
2010-07-19,33.061767578125,33.24928860516853,32.46040784661615,32.46040784661615,42551024
2010-07-20,32.935672760009766,33.58552758299313,32.67055587346459,33.301013667990965,53786847
2010-07-21,34.32590866088867,34.422901572382685,33.05206600683725,33.495000216358854,116351397
