Price,Close,High,Low,Open,Volume
Ticker,JSWSTEEL.NS,JSWSTEEL.NS,JSWSTEEL.NS,JSWSTEEL.NS,JSWSTEEL.NS
Date,,,,,
2005-12-05,15.793365478515625,16.341157639242603,15.743216621571262,16.202280711971245,624090
2005-12-06,15.76250171661377,16.00939333010556,15.704635850880965,16.00939333010556,443330
2005-12-07,16.024826049804688,16.503178231583494,15.816510677937993,15.893664682880129,1274520
2005-12-08,16.402877807617188,16.472316259624378,15.820366512622437,16.202277998661984,1853640
2005-12-09,16.46074867248535,16.549475283301778,16.20999846726328,16.510897536257303,1775710
2005-12-12,17.4251651763916,17.510033251877143,16.433738705488743,16.48774753554882,4857920
2005-12-13,17.35187339782715,17.70678131486538,17.05868987643955,17.436742970256187,4898900
2005-12-14,17.405879974365234,18.493747380788655,17.290149681007737,17.633483522324205,3100130
2005-12-15,17.506179809570312,17.810937362488573,17.166703023134904,17.166703023134904,3816880
2005-12-16,17.772356033325195,17.972954357021873,17.15512555438377,17.15512555438377,5969830
2005-12-19,18.242996215820312,18.304719128790538,17.82250841133868,17.82250841133868,3008050
2005-12-20,17.741497039794922,18.432021656159254,17.51389352645307,17.749211116133704,3328800
2005-12-21,17.40973472595215,17.699061132675617,17.135837942512044,17.699061132675617,6698600
2005-12-22,17.189847946166992,17.66434310894252,17.066402121945245,17.405877402759902,5374430
2005-12-23,17.00467872619629,17.436739098683976,16.591905015681224,17.34415399735577,5898370
2005-12-26,16.194562911987305,17.189846437991644,16.047970456739108,16.97381552876221,1953500
2005-12-27,16.198421478271484,16.52632414531905,15.997821662909494,16.20227851613279,831770
2005-12-28,16.676774978637695,16.846514089974352,16.206136855881038,16.206136855881038,1301390
2005-12-29,17.247711181640625,17.297861504209855,16.672916877417894,16.71535165254646,2178910
2005-12-30,17.702919006347656,17.795504108369766,16.977673700543654,16.977673700543654,4427340
2006-01-02,17.86495018005371,17.976821991866643,17.498469597077207,17.7453613455609,1132770
2006-01-03,17.382734298706055,18.061686412709193,17.321011379251225,17.899664300986693,1023800
2006-01-04,17.13970184326172,17.57562084522054,17.012397477896933,17.513897917901737,1095040
2006-01-05,16.91594886779785,17.49846015207566,16.869657057841437,17.49846015207566,1050560
2006-01-06,17.043254852294922,17.305577587032236,16.769359531833686,17.305577587032236,979030
2006-01-09,17.236141204833984,18.50146174479591,17.13198350600681,17.745355640262098,1977470
2006-01-10,17.074115753173828,17.587188642386135,16.97767361354056,17.359585133988013,1050560
2006-01-12,16.726924896240234,17.205277083666626,15.855087131804304,17.074115715193532,1123980
2006-01-13,16.730785369873047,17.189849477621596,16.66520394214301,16.788649777362625,758870
2006-01-16,16.109695434570312,17.07025985707856,16.0865502613277,17.07025985707856,1521250
2006-01-17,15.939960479736328,16.41059870303897,15.89366865384134,16.27557879275856,1283940
2006-01-18,15.720067977905273,16.101979479346706,15.585049577774067,15.81651011273905,3149120
2006-01-19,15.90137767791748,16.19456108372517,15.78564595328733,15.812651101533705,1930930
2006-01-20,15.74321460723877,16.047970634657187,15.330442388213008,15.970818104125046,6440960
2006-01-23,15.480890274047852,15.824224002639854,15.129840998886475,15.73935446196676,4550530
2006-01-24,15.315014839172363,15.716214565821305,15.261007466660109,15.585053173324173,2405660
2006-01-25,15.342015266418457,15.546472125094919,15.280292357860079,15.469318121499391,1308320
2006-01-27,16.101980209350586,16.252429711057665,15.237857994564195,15.28800831899664,4903020
2006-01-30,15.311152458190918,16.356586295102357,15.276433231554153,16.27943229462175,3280440
2006-01-31,15.12598991394043,15.504043051855525,15.083555122776051,15.311158707719818,1719000
2006-02-01,14.975537300109863,15.272579305957148,14.906098832686318,15.272579305957148,1642140
2006-02-02,14.589767456054688,14.975536032833691,14.470178667480676,14.975536032833691,1648840
2006-02-03,14.319729804992676,14.651491031466877,14.281153534207936,14.439318598970008,960300
2006-02-06,14.46631908416748,14.998680038510065,14.354445863401633,14.990964491741032,2133930
2006-02-07,14.42003345489502,14.736363650039264,14.350594975805725,14.624490381329768,829670
2006-02-08,14.242574691772461,14.566620344743171,14.20014138582285,14.566620344743171,812170
2006-02-10,14.381449699401855,14.466319243204149,14.242572799212681,14.242572799212681,1140950
2006-02-13,14.62834358215332,14.69778204302224,14.312013470012834,14.427745219187912,956640
2006-02-14,14.817367553710938,14.929240768325668,14.3660191294646,14.3660191294646,1399760
2006-02-15,14.701639175415039,14.983250030736345,14.42774386742187,14.81736944215678,752320
2006-02-16,14.998680114746094,15.295722044708295,14.50489542014876,14.50489542014876,2055060
2006-02-17,14.551191329956055,15.245574480661443,14.504898040742772,14.666921609808561,1107500
2006-02-20,14.693924903869629,14.774935950463519,14.389167380103688,14.582051665283604,1412600
2006-02-21,15.041118621826172,15.430744267069889,14.736361069369833,15.430744267069889,1937120
2006-02-22,15.46546459197998,15.585053398262085,15.044976722163582,15.199284764360455,2061530
2006-02-23,15.920671463012695,16.163706110833324,15.438460677744285,15.438460677744285,10353150
2006-02-24,16.028684616088867,16.433741341167355,15.932242468613493,16.113554176776116,4729390
2006-02-27,15.74321460723877,16.27171709365293,15.68149169985894,16.27171709365293,1207520
2006-02-28,15.824225425720215,16.125124411035664,15.218568945662613,15.743214386841466,2994000
2006-03-01,16.071121215820312,16.310297356590706,15.43846089221379,15.6622059344595,5317390
2006-03-02,17.371156692504883,17.537037280591143,16.27943250164781,16.27943250164781,11647610
