Price,Close,High,Low,Open,Volume
Ticker,DIVISLAB.NS,DIVISLAB.NS,DIVISLAB.NS,DIVISLAB.NS,DIVISLAB.NS
Date,,,,,
2005-12-05,61.5461540222168,63.35820240175451,61.33023463360496,62.07961180380466,184480
2005-12-06,61.848899841308594,62.40563398110704,61.114342056166244,62.23628612674952,227460
2005-12-07,63.08089828491211,63.71808116381567,61.31542132955118,61.97800573209665,704060
2005-12-08,63.14863967895508,64.05678290593391,62.5770795589926,63.8874286488096,323920
2005-12-09,63.85568618774414,64.35103535020457,62.91367843023549,63.84510437144838,395920
2005-12-12,63.96364974975586,64.73419074531832,62.913679031099214,64.30658329164173,635020
2005-12-13,63.20368576049805,64.14146202111668,62.871334060302495,64.09912183834093,109260
2005-12-14,62.75489044189453,63.84508200688796,62.44794035437655,63.718067954804546,158440
2005-12-15,62.05632781982422,63.61646714285006,61.81288794359406,63.50216028909595,281960
2005-12-16,61.94412612915039,63.078776886421196,61.41067482742219,63.078776886421196,320680
2005-12-19,61.60331344604492,62.998336285081706,61.38950654563804,61.812882452849344,596720
2005-12-20,60.92379379272461,62.23626176087918,60.627431933523134,61.89755972456148,851240
2005-12-21,60.94285202026367,62.21509231107699,60.79678680597831,60.96613459577382,635480
2005-12-22,60.875118255615234,61.62237661934856,60.54276655310878,61.389518532872536,210100
2005-12-23,61.68587875366211,62.40561662481742,60.9661408825068,61.38951686085754,2127600
2005-12-26,61.6138916015625,62.20026487256323,61.08890318211628,62.02456672399154,917860
2005-12-27,62.46913528442383,62.617313020617196,60.883587639694966,60.883587639694966,205200
2005-12-28,63.54872512817383,63.887420679766315,62.320931142938655,62.44794520488761,396840
2005-12-29,63.07244873046875,63.84510871862331,62.447966481570745,63.7180946133993,706800
2005-12-30,64.49922180175781,65.18932679786572,62.769727876862405,63.675752322578205,551500
2006-01-02,64.9183349609375,65.53857899403819,64.43991821148114,64.98818912956492,245960
2006-01-03,66.53353881835938,66.72406319512118,64.98821893270616,65.03055911869886,858700
2006-01-04,66.5991439819336,67.31676924554327,65.49625155252244,67.31676924554327,597460
2006-01-05,68.76895904541016,69.05262664406425,65.67620053528357,66.4700305175795,924840
2006-01-06,68.3815689086914,69.85703440901112,67.52846659537742,69.77024156073296,325260
2006-01-09,68.43661499023438,69.73002556293616,66.56317490746311,66.56317490746311,491620
2006-01-10,67.6067886352539,68.98911087594655,67.3823998949421,68.45989092988957,263860
2006-01-12,67.76344299316406,68.57844309018506,66.80873450026985,67.74016041392024,280200
2006-01-13,68.20587158203125,69.43365931510677,67.32101089197954,67.74015542937246,347120
2006-01-16,67.2236328125,68.78589110136117,66.89551903538876,68.78589110136117,141360
2006-01-17,66.10381317138672,68.07886594075762,65.62540265728009,67.52847581760129,205180
2006-01-18,66.11649322509766,67.52845466513081,64.56482342590877,66.2583269911785,575980
2006-01-19,67.45860290527344,68.58054647342706,65.87729363607359,67.52422565396525,351580
2006-01-20,67.52000427246094,68.33288543651479,65.7502956513886,68.33288543651479,154740
2006-01-23,68.13175964355469,68.92558935869585,66.93572416478258,68.50221351062056,273720
2006-01-24,68.0238265991211,69.2219815504172,67.78461810630786,68.1317895550435,258240
2006-01-25,68.078857421875,69.01028326593877,67.36335099732547,68.21857226751526,881340
2006-01-27,71.8553695678711,73.6631867541029,68.20587080305965,68.3201776626939,1619660
2006-01-30,70.88372802734375,72.81644049921253,70.28041593585338,71.7622319345009,563160
2006-01-31,71.29861450195312,71.96543022042025,70.91757879431569,71.96543022042025,179600
2006-02-01,71.72836303710938,74.04846176946067,70.9154818708886,71.71566227359071,936240
2006-02-02,73.5510025024414,74.09080435005247,71.56113001744706,72.39730025062269,632920
2006-02-03,73.20594024658203,75.14923439109128,72.82278551199593,74.08867552298253,1801720
2006-02-06,74.09503173828125,74.90156250477342,72.82067229872736,72.82067229872736,641460
2006-02-07,75.08361053466797,76.15687014931538,74.04845320617022,74.04845320617022,538500
2006-02-08,75.06244659423828,75.99599144261592,72.95191699130952,72.95191699130952,833140
2006-02-10,75.79488372802734,76.62682245486613,74.937549935726,75.40749754118875,646040
2006-02-13,76.93165588378906,77.4354678977492,75.14924007941524,75.14924007941524,642200
2006-02-14,77.64716339111328,78.95963170323867,76.75807758049783,77.47781555867387,812060
2006-02-15,75.88591003417969,78.7479292221721,75.6191811098714,77.26611334971187,636940
2006-02-16,76.64376068115234,77.1391098512496,74.72798676730152,75.91132197256808,1093060
2006-02-17,75.89649963378906,77.98585919462806,75.61495743163421,77.47357784389091,941780
2006-02-20,72.70211029052734,76.80038591435314,72.01624339766313,76.80038591435314,1996540
2006-02-21,73.03657531738281,74.17545753969907,72.3972800241296,72.82065593070345,1606500
2006-02-22,73.14454650878906,73.83676386860947,72.65766674527566,73.07469231879794,785600
2006-02-23,72.05435180664062,73.45572512554722,71.39811781174909,73.44725579794361,1728660
2006-02-24,71.96333312988281,73.0323548707202,71.76222695992507,72.39729091532263,1209080
2006-02-27,72.55818939208984,73.24405652465019,72.22795659047148,72.65133263974691,1080140
2006-02-28,72.47349548339844,75.65728458839962,71.39389192747079,72.60897889477087,402540
2006-03-01,73.79442596435547,74.16911133710427,71.97390817150598,71.97390817150598,446500
2006-03-02,75.92613220214844,76.29234828060494,73.54040448358941,73.92144673160664,667440
2006-03-03,75.40960693359375,78.01124740093795,74.34481671624793,76.2076682448174,1838440
2006-03-06,77.13487243652344,78.28221774850753,75.74196181559495,75.74196181559495,1055760
2006-03-07,75.3757553100586,78.53625591826051,74.42950959624707,78.53625591826051,1469920
2006-03-08,72.51583862304688,75.36092577589713,72.18560586960933,75.36092577589713,1462120
2006-03-09,70.3926010131836,72.35494618634523,67.65547708791108,72.35494618634523,1576120
2006-03-10,72.12421417236328,72.82490091127123,69.47811426403872,71.59288170371102,1495740
2006-03-13,72.91804504394531,74.30248634190833,71.16950659590415,72.7783301918385,536420
2006-03-14,71.22876739501953,73.87909833928258,70.95780706353003,73.24403445670994,423300
