Price,Close,High,Low,Open,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,,,
2005-12-05,75.99348449707031,78.29718762655598,75.69393653067306,77.31294405771796,4567997
2005-12-06,75.58695220947266,76.45708086286753,74.88799895715356,75.69393833153812,6823663
2005-12-07,77.37712097167969,77.59821600644509,74.7453430586661,75.60120195021412,11556143
2005-12-08,77.05618286132812,77.95483875381265,76.18606019276223,77.59823031776796,5751586
2005-12-09,78.35426330566406,78.58249323971594,76.62114037346574,76.98488370135277,5942937
2005-12-12,80.11591339111328,80.7364138977018,78.58249314936685,78.58249314936685,8327126
2005-12-13,80.22288513183594,81.27844688964521,79.62377717405488,80.16582466584937,5947128
2005-12-14,81.53520965576172,81.97027703405205,80.16583020435074,80.16583020435074,6701964
2005-12-15,80.23001098632812,81.94886992169543,79.7521587810047,81.70637641774638,5384505
2005-12-16,83.66773223876953,84.73042880312555,79.52392612528095,80.56523025219359,14435905
2005-12-19,83.42523956298828,83.62494221828481,81.38543412027943,82.67636059119923,25206769
2005-12-20,82.0273208618164,83.7176525176338,81.642185185732,83.44662579543588,11407082
2005-12-21,82.03447723388672,84.28824937718858,81.23567244764072,81.87756540989032,15856588
2005-12-22,81.81336975097656,83.11143116865885,81.38544313794837,82.70489699565924,7822760
2005-12-23,82.88320922851562,84.5878049833374,81.44964027217387,82.73343220602523,12707497
2005-12-26,79.81636047363281,83.30399856244048,78.52543386711285,83.01871415539856,11381793
2005-12-27,82.47666931152344,82.7334264834192,77.1917129480355,79.8092282944244,15354262
2005-12-28,82.22703552246094,83.67487389177394,81.62793349911581,82.02020403494767,16197670
2005-12-29,81.85617065429688,83.07577323366958,81.49242732892165,82.16285350376619,15161883
2005-12-30,83.4537582397461,84.23116437235245,81.87754156792575,81.87754156792575,11976888
2006-01-02,85.15835571289062,86.99845836001295,83.83176729958268,83.83176729958268,56324939
2006-01-03,86.51348114013672,86.79876552769741,81.963140689828,85.15836533529055,25631985
2006-01-04,87.54052734375,88.58182567221213,86.72745894989804,87.15539157368558,28841323
2006-01-05,86.23532104492188,88.13961308651545,84.80175240800301,88.13961308651545,12662963
2006-01-06,85.6076889038086,86.9770683064918,84.8231478728247,86.41362835845098,3684637
2006-01-09,84.3310317993164,86.1140802631821,83.73906456959864,85.72894452440862,6832584
2006-01-10,83.4823226928711,84.87310096871367,83.03299754983155,84.72332991141715,5573777
2006-01-12,82.41959381103516,83.73191864693996,82.16283668594862,83.44662829695396,4564934
2006-01-13,83.30399322509766,84.43087913041742,82.44813407323376,82.59077626761555,4631814
2006-01-16,81.77771759033203,83.44664522757859,80.59377107675768,83.44664522757859,3915494
2006-01-17,80.50816345214844,83.28971880251038,80.03744008183466,81.99165764381733,4780369
2006-01-18,79.75929260253906,80.87904965808175,77.74088555827008,79.88054235490776,10644320
2006-01-19,81.24279022216797,81.93461474918347,80.30847216620352,80.30847216620352,8697727
2006-01-20,82.66210174560547,83.44664286304732,81.32125542189407,83.44664286304732,11771523
2006-01-23,81.40682220458984,82.58363366463321,80.59375399216019,82.16283593888467,5793199
2006-01-24,81.74917602539062,82.44813535846063,81.32124943557461,81.92035144977565,9388269
2006-01-25,85.16548919677734,86.42075958282904,81.77056807181626,81.88468301731433,33462792
2006-01-27,88.37498474121094,88.63887669726077,85.72894234847483,86.34230798774743,15378374
2006-01-30,87.67601776123047,88.43916028279627,75.60834966367223,85.72892902315982,6409738
2006-01-31,86.90575408935547,88.41064693320824,86.72744984575698,88.41064693320824,3051284
2006-02-01,84.18840026855469,88.424923859885,83.96017032356059,88.424923859885,4793129
2006-02-02,82.72631072998047,86.72746989474233,82.17712826543688,86.72746989474233,7019892
2006-02-03,81.4425048828125,82.73343161180426,80.7506802539052,82.72630279301735,3851045
2006-02-06,86.76311492919922,87.3479533475235,82.73342332030194,82.73342332030194,31145774
2006-02-07,89.68730163574219,90.57882277191906,85.87157680753046,86.49921199701139,26305323
2006-02-08,88.31078338623047,89.8656016821143,86.5847896882436,88.59606774230554,15208583
2006-02-10,86.12833404541016,88.86709871091364,85.19402204832757,88.86709871091364,6663134
2006-02-13,86.94141387939453,87.5833067454651,86.30664384538873,86.37083911756895,2404468
2006-02-14,85.0870361328125,87.15537475342215,84.6662383943806,86.9414084828221,3471842
2006-02-15,85.34379577636719,86.44215440163741,73.00510573148915,73.00510573148915,2762991
2006-02-16,85.27247619628906,85.85731454974537,82.16283941051584,82.16283941051584,1714861
2006-02-17,83.7176513671875,86.19251796039994,83.44662464871404,85.72892939210294,5439241
2006-02-20,84.40947723388672,84.85880219079355,81.52807051390893,84.44513328930707,3399918
2006-02-21,84.63770294189453,85.45789991644122,84.15984478440281,84.85879800823673,2612780
2006-02-22,84.77320861816406,85.15835025441051,83.59639726034072,84.5877755947603,3175155
2006-02-23,83.9316177368164,85.87157168356964,83.1756040276832,85.15835481718582,4755921
2006-02-24,84.70189666748047,85.01570826385999,83.18986922060807,83.87455886182755,3429019
2006-02-27,85.10131072998047,85.343804271787,84.54499955177637,84.70191136276193,1474269
2006-02-28,87.76161193847656,88.29653064678124,85.10130596025013,85.10130596025013,8610684
2006-03-01,87.94705200195312,88.43917386737594,79.88054626218815,85.58629999417111,6383509
2006-03-02,88.4962387084961,89.70157760535903,86.7702446925829,88.43917823542711,10600375
2006-03-03,87.26948547363281,88.99547318926204,86.87721499411958,88.43916210974973,2557016
2006-03-06,87.49058532714844,88.2822611318181,87.04838916325212,87.72595002193478,2491681
2006-03-07,85.71466827392578,87.54050733345076,85.18688442619212,87.29801383155417,5499109
2006-03-08,84.3809585571289,86.01423003737015,84.1598634417722,84.87308044229856,3338764
2006-03-09,85.8359375,86.22820810093158,82.73343474455471,85.01573424612955,4149381
2006-03-10,87.63322448730469,87.868589173964,84.87306745605906,86.11406819901333,5792638
2006-03-13,86.32805633544922,88.14676705198772,85.75748148065611,87.72596921887296,2788115
2006-03-14,86.57054138183594,91.29205158162735,85.87158800168946,86.29952059706847,5572149
2006-03-16,87.12683868408203,87.47631831128868,86.10693901260339,87.47631831128868,3476638
2006-03-17,86.46354675292969,87.36933147547782,86.29950615167841,86.44214833107048,1955629
2006-03-20,86.47782135009766,86.87009188240143,86.02849633302338,86.46355772890503,1416112
2006-03-21,85.32954406738281,86.8700990818884,84.8730842090958,86.8700990818884,4343823
2006-03-22,84.5521240234375,85.30100298283823,83.88882678439988,85.01571262490933,2467459
2006-03-23,84.5164566040039,86.14259897104904,84.23116626422367,85.28673393728081,2460348
2006-03-24,85.39373016357422,85.58630402235748,83.87457363229736,84.15986402583191,2191150
2006-03-27,85.43650817871094,87.01271884984759,85.30099482274028,85.58628515337762,2584329
2006-03-28,84.53073120117188,86.15687377940432,84.15985909830759,85.8715834025734,2302861
2006-03-29,85.37232208251953,85.77172137760557,84.15984860688899,84.73042330384939,2020623
2006-03-30,83.97441864013672,86.27098728040055,83.3182561714899,85.77173062574619,3223192
2006-03-31,84.02434539794922,85.44365050222133,83.87456839960576,84.87307573632232,2313729
